Dates,byd_335,teja,lca_334,g_274,arrivals(tons),sales(tones),t_max_(o_c),t_min_(o_c),rainfall_(mm),area__('000_hectares),production('000_tonnes)
23-12-2016,75000,80192,52400,75000,19,8,24.2,19.3,24.5,19.8,33
24-12-2016,75000,80192,52400,75000,64,11,24.3,19.5,1.4,19.8,33
25-12-2016,73400,80000,47600,73400,23,11,24.9,19.6,19.4,19.8,33
26-12-2016,73400,80000,47600,73400,18,8,24.2,19.6,51.4,19.8,33
27-12-2016,73400,80000,47600,73400,19,8,24.5,19.4,4.8,19.8,33
28-12-2016,73400,80000,47600,73400,16,6,29.6,19.1,3.8,19.8,33
29-12-2016,73400,80000,47600,73400,16,6,24.9,19.8,0,19.8,33
30-12-2016,73400,80000,47600,73400,24,8,23.4,14.5,0,19.8,33
31-12-2016,73400,80000,47600,73400,19,12,29.5,17.3,0,19.8,33
01-01-2017,73000,77800,44000,73000,18,12,29.5,17,0,19.8,33
02-01-2017,73000,77800,44000,73000,14,12,24.2,17.6,31.2,19.8,33
03-01-2017,73000,77800,44000,73000,9,12,24,17.5,5.4,19.8,33
04-01-2017,73000,77800,44000,73000,9,16,30.3,19.6,0,19.8,33
05-01-2017,73000,77800,44000,73000,12,14,29.6,17.6,0,19.8,33
06-01-2017,73000,77800,44000,73000,11,18,30.3,18.9,0,19.8,33
07-01-2017,73000,77800,44000,73000,12,17,30.3,17.7,0,19.8,33
08-01-2017,73000,75000,46000,73000,12,15,31.3,18.9,0,19.8,33
09-01-2017,73000,75000,46000,73000,12,14,32,19.5,0,19.8,33
10-01-2017,73000,75000,46000,73000,8,19,33.9,19.2,0,19.8,33
11-01-2017,73000,75000,46000,73000,8,19,34.8,19.4,0,19.8,33
12-01-2017,73000,75000,46000,73000,9,16,35.2,25.2,0,19.8,33
13-01-2017,73000,75000,46000,73000,5,11,34.5,24.7,0,19.8,33
14-01-2017,73000,75000,46000,73000,7,15,35.2,25.1,0,19.8,33
15-01-2017,71800,73000,48400,71800,7,18,35.4,25.2,0,19.8,33
16-01-2017,71800,73000,48400,71800,11,19,36.3,25.5,0,19.8,33
17-01-2017,71800,73000,48400,71800,9,15,37.5,25.5,0,19.8,33
18-01-2017,71800,73000,48400,71800,7,13,40.6,30.2,0,19.8,33
19-01-2017,71800,73000,48400,71800,8,8,38.1,24.5,5.6,19,76
20-01-2017,71800,73000,48400,71800,14,9,33.4,23.2,2.6,19,76
21-01-2017,71800,73000,48400,71800,16,11,33.1,24.7,24.4,19,76
22-01-2017,71190,75000,51191,71190,16,12,30.5,24.6,33.2,19,76
23-01-2017,71190,75000,51191,71190,12,12,24.3,19.3,47.2,19,76
24-01-2017,71190,75000,51191,71190,13,8,31.9,25.3,55.2,19,76
25-01-2017,71190,75000,51191,71190,13,7,31.1,25.2,42.1,19,76
26-01-2017,71190,75000,51191,71190,11,7,32.6,25.5,12.2,19,76
27-01-2017,71190,75000,51191,71190,11,7,29.8,25.2,39,19,76
28-01-2017,71190,75000,51191,71190,12,7,31.1,25.2,127.8,19,76
29-01-2017,73000,74191,54000,73000,13,7,32.6,25.4,43.8,19,76
30-01-2017,73000,74191,54000,73000,13,6,23.2,19.1,44,19,76
31-01-2017,73000,74191,54000,73000,12,7,29.8,25.3,35.6,19,76
01-02-2017,73000,74191,54000,73000,19,12,29.7,25.3,35.2,19,76
02-02-2017,73000,74191,54000,73000,17,7,29.8,25.2,14.8,19,76
03-02-2017,73000,74191,54000,73000,12,8,19.8,18,42,19,76
04-02-2017,73000,74191,54000,73000,7,5,30,25.1,149.4,19,76
05-02-2017,73000,75000,54000,73000,14,8,29.6,25.4,44.8,19,76
06-02-2017,73000,75000,54000,73000,13,8,31.1,24.9,86.8,19,76
07-02-2017,73000,75000,54000,73000,11,8,31.9,19.1,5.6,19,76
08-02-2017,73000,75000,54000,73000,15,8,30.5,19.4,23.6,19,76
09-02-2017,73000,75000,54000,73000,18,9,31.1,19.9,1.1,19,76
10-02-2017,73000,75000,54000,73000,17,7,31.1,19.9,0,19,76
11-02-2017,73000,75000,54000,73000,13,7,29.6,19,1.1,19,76
12-02-2017,74333,77000,54000,74333,18,8,31.2,19.1,1.6,19,76
13-02-2017,74333,77000,54000,74333,16,9,31.4,19.8,0,19,76
14-02-2017,74333,77000,54000,74333,14,8,29.9,19.9,46.2,19,76
15-02-2017,74333,77000,54000,74333,14,9,29.6,19.1,0,19,76
16-02-2017,74333,77000,54000,74333,14,8,31.1,19.3,0,19,76
17-02-2017,74333,77000,54000,74333,12,12,29.5,17,0,19,76
18-02-2017,74333,77000,54000,74333,12,12,24.2,17.6,31.2,19,76
19-02-2017,76000,77000,55000,76000,11,13,24,17.5,5.4,19,76
20-02-2017,76000,77000,55000,76000,12,19,30.3,19.6,0,19,76
21-02-2017,76000,77000,55000,76000,13,17,29.6,17.6,0,19,76
22-02-2017,76000,77000,55000,76000,8,24,30.3,18.9,0,19,76
23-02-2017,76000,77000,55000,76000,16,25,30.3,17.7,0,19,76
24-02-2017,76000,77000,55000,76000,4,19,31.3,18.9,0,19,76
25-02-2017,76000,77000,55000,76000,5,25,32,19.5,0,19,76
26-02-2017,77000,77000,55191,77000,5,19,33.9,19.2,0,19,76
27-02-2017,77000,77000,55191,77000,3,24,34.8,19.4,0,19,76
28-02-2017,77000,77000,55191,77000,3,19,35.2,25.2,0,19,76
01-03-2017,77000,77000,55191,77000,16,24,34.5,24.7,0,19,76
02-03-2017,77000,77000,55191,77000,3,30,35.2,25.1,0,19,76
03-03-2017,77000,77000,55191,77000,12,19,35.4,25.2,0,19,76
04-03-2017,77000,77000,55191,77000,17,25,36.3,25.5,0,19,76
05-03-2017,77400,79500,56400,77400,14,25,37.5,25.5,0,19,76
06-03-2017,77400,79500,56400,77400,12,19,40.6,30.2,0,19,76
07-03-2017,77400,79500,56400,77400,7,7,38.1,24.5,5.6,18.8,82
08-03-2017,77400,79500,56400,77400,12,7,33.4,23.2,2.6,18.8,82
09-03-2017,77400,79500,56400,77400,8,8,33.1,24.7,24.4,18.8,82
10-03-2017,77400,79500,56400,77400,11,7,30.5,24.6,33.2,18.8,82
11-03-2017,77400,79500,56400,77400,15,8,24.3,19.3,47.2,18.8,82
12-03-2017,80000,81190,57000,80000,16,7,31.9,25.3,55.2,18.8,82
13-03-2017,80000,81190,57000,80000,17,7,31.1,25.2,42.1,18.8,82
14-03-2017,80000,81190,57000,80000,15,6,32.6,25.5,12.2,18.8,82
15-03-2017,80000,81190,57000,80000,16,9,29.8,25.2,39,18.8,82
16-03-2017,80000,81190,57000,80000,14,9,31.1,25.2,127.8,18.8,82
17-03-2017,80000,81190,57000,80000,15,7,32.6,25.4,43.8,18.8,82
18-03-2017,80000,81190,57000,80000,11,6,30.6,24.8,44,18.8,82
19-03-2017,80000,84800,57000,80000,12,6,29.8,25.3,35.6,18.8,82
20-03-2017,80000,84800,57000,80000,15,6,29.7,25.3,35.2,18.8,82
21-03-2017,80000,84800,57000,80000,13,6,29.8,25.2,14.8,18.8,82
22-03-2017,80000,84800,57000,80000,11,6,30.4,25.1,44.6,18.8,82
23-03-2017,80000,84800,57000,80000,14,7,34.3,25,17.4,18.8,82
24-03-2017,80000,84800,57000,80000,13,6,35.4,25.6,0,18.8,82
25-03-2017,80000,84800,57000,80000,14,6,34.4,24.6,0,18.8,82
26-03-2017,80800,85000,57800,80800,7,5,33.4,19.6,0,18.8,82
27-03-2017,80800,85000,57800,80800,13,6,32.1,19.7,0,18.8,82
28-03-2017,80800,85000,57800,80800,17,6,30.9,19.1,29,18.8,82
29-03-2017,80800,85000,57800,80800,18,6,32.1,19.6,0,18.8,82
30-03-2017,80800,85000,57800,80800,19,7,30.4,19,0,18.8,82
31-03-2017,80800,85000,57800,80800,17,9,31.9,19.6,1.6,18.8,82
01-04-2017,80800,85000,57800,80800,16,6,24.6,19.1,185.6,18.8,82
02-04-2017,85191,88191,62300,85191,19,7,29.6,19.9,0,18.8,82
03-04-2017,85191,88191,62300,85191,17,7,29.3,19,0,18.8,82
04-04-2017,85191,88191,62300,85191,17,8,30.1,17.9,0,18.8,82
05-04-2017,85191,88191,62300,85191,14,8,29.5,17,0,18.8,82
06-04-2017,85191,88191,62300,85191,14,12,24.2,17.6,31.2,18.8,82
07-04-2017,85191,88191,62300,85191,8,12,24,17.5,5.4,18.8,82
08-04-2017,85191,88191,62300,85191,9,13,30.3,19.6,0,18.8,82
09-04-2017,89191,91800,68191,89191,12,18,29.6,17.6,0,18.8,82
10-04-2017,89191,91800,68191,89191,11,19,30.3,18.9,0,18.8,82
11-04-2017,89191,91800,68191,89191,9,19,30.3,17.7,0,18.8,82
12-04-2017,89191,91800,68191,89191,11,19,31.3,18.9,0,18.8,82
13-04-2017,89191,91800,68191,89191,11,16,32,19.5,0,18.8,82
14-04-2017,89191,91800,68191,89191,13,14,33.9,19.2,0,18.8,82
15-04-2017,89191,91800,68191,89191,9,19,34.8,19.4,0,18.8,82
16-04-2017,87191,98191,67600,87191,13,19,35.2,25.2,0,18.8,82
17-04-2017,87191,98191,67600,87191,8,17,34.5,24.7,0,18.8,82
18-04-2017,87191,98191,67600,87191,12,16,35.2,25.1,0,18.8,82
19-04-2017,87191,98191,67600,87191,5,12,35.4,25.2,0,18.8,82
20-04-2017,87191,98191,67600,87191,6,14,36.3,25.5,0,18.8,82
21-04-2017,87191,98191,67600,87191,5,14,37.5,25.5,0,18.8,82
22-04-2017,87191,98191,67600,87191,4,12,40.6,30.2,0,18.8,82
23-04-2017,85800,99191,66800,85800,5,12,40.4,29.5,0.6,18.8,82
24-04-2017,85800,99191,66800,85800,11,9,38.1,24.5,5.6,18.8,82
25-04-2017,85800,99191,66800,85800,13,8,33.4,23.2,2.6,18.8,82
26-04-2017,85800,99191,66800,85800,14,9,33.1,24.7,24.4,18.8,82
27-04-2017,85800,99191,66800,85800,12,7,30.5,24.6,33.2,18.8,82
28-04-2017,85800,99191,66800,85800,11,7,24.3,19.3,47.2,18.8,82
29-04-2017,85800,99191,66800,85800,12,6,33.1,25.2,19.6,18.8,82
30-04-2017,83600,96191,64800,83600,15.67,7.67,30.93,19.03,67.13,19.87,63.67
01-05-2017,83600,96191,64800,83600,17,7.33,31.6,19.6,38.2,19.87,63.67
02-05-2017,83600,96191,64800,83600,15.67,7.33,32.77,25.3,8.87,19.87,63.67
03-05-2017,83600,96191,64800,83600,18.67,8.33,30.83,25.2,33.2,19.87,63.67
04-05-2017,83600,96191,64800,83600,17.33,9,31.4,25.2,86,19.87,63.67
05-05-2017,83600,96191,64800,83600,19,6.67,32.17,24.93,62.24,19.87,63.67
06-05-2017,83600,96191,64800,83600,18.67,6,29.13,19.4,61.8,19.87,63.67
07-05-2017,84000,94800,68000,84000,17.33,7,29.77,24.83,45.67,19.87,63.67
08-05-2017,84000,94800,68000,84000,19,8.67,30.43,25.33,24.47,19.87,63.67
09-05-2017,84000,94800,68000,84000,17,7.67,30.3,25.03,18.37,19.87,63.67
10-05-2017,84000,94800,68000,84000,14,6.67,24.33,19.37,42.24,19.87,63.67
11-05-2017,84000,94800,68000,84000,16.33,6.33,31.6,25.13,96.4,19.87,63.67
12-05-2017,84000,94800,68000,84000,15.33,7.33,32.33,25.2,14.93,19.87,63.67
13-05-2017,84000,94800,68000,84000,18.33,8,32.24,24.73,29.53,19.87,63.67
14-05-2017,80600,93800,64191,80600,19.33,7.67,32.2,19.97,1.87,19.87,63.67
15-05-2017,80600,93800,64191,80600,17,7.33,30.24,19.13,17.03,19.87,63.67
16-05-2017,80600,93800,64191,80600,33,8.67,30.1,19.83,12.5,19.87,63.67
17-05-2017,80600,93800,64191,80600,19.33,8,30.7,19.03,6.8,19.87,63.67
18-05-2017,80600,93800,64191,80600,16.67,7.33,29.4,19.87,17.5,19.87,63.67
19-05-2017,80600,93800,64191,80600,18,8.33,30.2,19.03,2.67,19.87,63.67
20-05-2017,80600,93800,64191,80600,16,7,29.87,19.67,63.13,19.87,63.67
21-05-2017,79000,94191,63000,79000,16.67,7,29.47,19.53,15.4,19.87,63.67
22-05-2017,79000,94191,63000,79000,19.33,8,24.43,17.53,0,19.87,63.67
23-05-2017,79000,94191,63000,79000,19.05,4.86,30.35,24.37,37.84,19.08,63.41
24-05-2017,79000,94191,63000,79000,14,12,24.2,17.6,31.2,18.8,82
25-05-2017,79000,94191,63000,79000,8,12,24,17.5,5.4,18.8,82
26-05-2017,79000,94191,63000,79000,9,13,30.3,19.6,0,18.8,82
27-05-2017,79000,94191,63000,79000,12,18,29.6,17.6,0,18.8,82
28-05-2017,81400,89600,65400,81400,11,19,30.3,18.9,0,18.8,82
29-05-2017,81400,89600,65400,81400,9,19,30.3,17.7,0,18.8,82
30-05-2017,81400,89600,65400,81400,11,19,31.3,18.9,0,18.8,82
31-05-2017,81400,89600,65400,81400,11,16,32,19.5,0,18.8,82
01-06-2017,81400,89600,65400,81400,13,14,33.9,19.2,0,18.8,82
02-06-2017,81400,89600,65400,81400,9,19,34.8,19.4,0,18.8,82
03-06-2017,81400,89600,65400,81400,13,19,35.2,25.2,0,18.8,82
04-06-2017,83000,87000,71190,83000,8,17,34.5,24.7,0,18.8,82
05-06-2017,83000,87000,71190,83000,12,16,35.2,25.1,0,18.8,82
06-06-2017,83000,87000,71190,83000,5,12,35.4,25.2,0,18.8,82
07-06-2017,83000,87000,71190,83000,6,14,36.3,25.5,0,18.8,82
08-06-2017,83000,87000,71190,83000,5,14,37.5,25.5,0,18.8,82
09-06-2017,83000,87000,71190,83000,4,12,40.6,30.2,0,18.8,82
10-06-2017,83000,87000,71190,83000,5,12,40.4,29.5,0.6,18.8,82
11-06-2017,85333,86800,73667,85333,11,9,38.1,24.5,5.6,18.8,82
12-06-2017,85333,86800,73667,85333,13,8,33.4,23.2,2.6,18.8,82
13-06-2017,85333,86800,73667,85333,14,9,33.1,24.7,24.4,18.8,82
14-06-2017,85333,86800,73667,85333,12,7,30.5,24.6,33.2,18.8,82
15-06-2017,85333,86800,73667,85333,11,7,24.3,19.3,47.2,18.8,82
16-06-2017,85333,86800,73667,85333,12,6,33.1,25.2,19.6,18.8,82
17-06-2017,85333,86800,73667,85333,15.67,7.67,30.93,19.03,67.13,19.87,63.67
18-06-2017,96500,88000,79000,96500,17,7.33,31.6,19.6,38.2,19.87,63.67
19-06-2017,96500,88000,79000,96500,15.67,7.33,32.77,25.3,8.87,19.87,63.67
20-06-2017,96500,88000,79000,96500,18.67,8.33,30.83,25.2,33.2,19.87,63.67
21-06-2017,96500,88000,79000,96500,17.33,9,31.4,25.2,86,19.87,63.67
22-06-2017,96500,88000,79000,96500,19,6.67,32.17,24.93,62.24,19.87,63.67
23-06-2017,96500,88000,79000,96500,18.67,6,29.13,19.4,61.8,19.87,63.67
24-06-2017,96500,88000,79000,96500,17.33,7,29.77,24.83,45.67,19.87,63.67
25-06-2017,98400,91667,77600,98400,19,8.67,30.43,25.33,24.47,19.87,63.67
26-06-2017,98400,91667,77600,98400,17,7.67,30.3,25.03,18.37,19.87,63.67
27-06-2017,98400,91667,77600,98400,14,6.67,24.33,19.37,42.24,19.87,63.67
28-06-2017,98400,91667,77600,98400,16.33,6.33,31.6,25.13,96.4,19.87,63.67
29-06-2017,98400,91667,77600,98400,15.33,7.33,32.33,25.2,14.93,19.87,63.67
30-06-2017,98400,91667,77600,98400,18.33,8,32.24,24.73,29.53,19.87,63.67
01-07-2017,98400,91667,77600,98400,19.33,7.67,32.2,19.97,1.87,19.87,63.67
02-07-2017,91190,126750,73400,91190,17,7.33,30.24,19.13,17.03,19.87,63.67
03-07-2017,91190,126750,73400,91190,33,8.67,30.1,19.83,12.5,19.87,63.67
04-07-2017,91190,126750,73400,91190,19.33,8,30.7,19.03,6.8,19.87,63.67
05-07-2017,91190,126750,73400,91190,2,7.33,29.4,19.87,17.5,19.87,63.67
06-07-2017,91190,126750,73400,91190,18,8.33,30.2,19.03,2.67,19.87,63.67
07-07-2017,91190,126750,73400,91190,16,7,29.87,19.67,63.13,19.87,63.67
08-07-2017,91190,126750,73400,91190,16.67,7,29.47,19.53,15.4,19.87,63.67
09-07-2017,91190,123191,74000,91190,19.33,8,24.43,17.53,0,19.87,63.67
10-07-2017,91190,123191,74000,91190,19.05,4.86,30.35,24.37,37.84,19.08,63.41
11-07-2017,91190,123191,74000,91190,19.33,8,30.7,19.03,6.8,19.87,63.67
12-07-2017,91190,123191,74000,91190,16.67,7.33,29.4,19.87,17.5,19.87,63.67
13-07-2017,91190,123191,74000,91190,18,8.33,30.2,19.03,2.67,19.87,63.67
14-07-2017,91190,123191,74000,91190,16.67,7.33,29.4,19.87,17.5,19.87,63.67
15-07-2017,91190,123191,74000,91190,19,12,32.5,18,0,15.2,65.2
16-07-2017,91190,97400,71912,91190,19,12,36,17.6,0,15.2,65.2
17-07-2017,91190,97400,71912,91190,23,16,36.7,19.3,0,15.2,65.2
18-07-2017,91190,97400,71912,91190,19,16,36.5,19.6,0,15.2,65.2
19-07-2017,91190,97400,71912,91190,19,13,35.7,19.4,2.5,15.2,65.2
20-07-2017,91190,97400,71912,91190,19,12,36.8,19.3,0,15.2,65.2
21-07-2017,91190,97400,71912,91190,24,12,36.1,19.1,0,15.2,65.2
22-07-2017,91190,97400,71912,91190,25,12,36.9,18.5,0,15.2,65.2
23-07-2017,90191,95000,71912,90191,39,12,37.9,19.3,0,15.2,65.2
24-07-2017,90191,95000,71912,90191,19,9,39,19.5,0,15.2,65.2
25-07-2017,90191,95000,71912,90191,16,6,36.7,19,0,15.2,65.2
26-07-2017,90191,95000,71912,90191,15,7,39.5,23.3,55.1,15.2,65.2
27-07-2017,90191,95000,71912,90191,8,4,41.8,30.1,2,12.4,53.6
28-07-2017,90191,95000,71912,90191,14,6,38.9,24.4,24,12.4,53.6
29-07-2017,90191,95000,71912,90191,14,8,35.4,25,54.8,12.4,53.6
30-07-2017,89800,91191,76800,89800,14,7,36,25.6,66.8,12.4,53.6
31-07-2017,89800,91191,76800,89800,16,8,35.6,25.8,24.1,12.4,53.6
01-08-2017,89800,91191,76800,89800,12,6,31,24.7,128.4,12.4,53.6
02-08-2017,89800,91191,76800,89800,13,7,31,24.3,64.6,12.4,53.6
03-08-2017,89800,91191,76800,89800,12,5,33.9,25.9,8.2,12.4,53.6
04-08-2017,89800,91191,76800,89800,11,5,33.1,24.9,6.4,12.4,53.6
05-08-2017,89800,91191,76800,89800,12,4,33.2,19.9,99.6,12.4,53.6
06-08-2017,92300,86400,85600,92300,8,4,33.1,24.8,31.2,12.4,53.6
07-08-2017,92300,86400,85600,92300,9,5,33.6,24.9,4,12.4,53.6
08-08-2017,92300,86400,85600,92300,9,4,33.5,24.4,15.4,12.4,53.6
09-08-2017,92300,86400,85600,92300,9,4,32,25.4,69.6,12.4,53.6
10-08-2017,92300,86400,85600,92300,6,2,33.5,23.1,2.4,12.4,53.6
11-08-2017,92300,86400,85600,92300,9,4,33.2,24.1,114,12.4,53.6
12-08-2017,92300,86400,85600,92300,12,4,30.3,24.1,24.4,12.4,53.6
13-08-2017,93000,87400,91912,93000,12,2,31.5,24.4,53.8,12.4,53.6
14-08-2017,93000,87400,91912,93000,12,3,33.5,19.2,15,12.4,53.6
15-08-2017,93000,87400,91912,93000,5,2,29.9,19.6,19.6,12.4,53.6
16-08-2017,93000,87400,91912,93000,8,3,31.8,19.7,13,12.4,53.6
17-08-2017,93000,87400,91912,93000,8,4,24.7,19.8,191.6,12.4,53.6
18-08-2017,93000,87400,91912,93000,6,2,31,19.1,0,12.4,53.6
19-08-2017,93000,87400,91912,93000,12,7,29.9,16.2,0,12.4,53.6
20-08-2017,89667,92300,88667,89667,12,6,31,19.8,0,12.4,53.6
21-08-2017,89667,92300,88667,89667,12,5,31,19.9,0,12.4,53.6
22-08-2017,89667,92300,88667,89667,11,6,31.1,19.8,0,12.4,53.6
23-08-2017,89667,92300,88667,89667,13,5,31.4,18.7,0,12.4,53.6
24-08-2017,89667,92300,88667,89667,11,5,30.6,17.2,0,12.4,53.6
25-08-2017,89667,92300,88667,89667,15,8,29.3,17.7,0,12.4,53.6
26-08-2017,89667,92300,88667,89667,9,4,31.5,19,0,12.4,53.6
27-08-2017,89000,96191,87500,89000,9,4,31.5,16.8,0,12.4,53.6
28-08-2017,89000,96191,87500,89000,7,4,31,17.1,0,12.4,53.6
29-08-2017,89000,96191,87500,89000,7,5,30.9,18,0,12.4,53.6
30-08-2017,89000,96191,87500,89000,8,5,30.2,18,0,12.4,53.6
31-08-2017,89000,96191,87500,89000,11,5,31.8,18.6,0,12.4,53.6
01-09-2017,89000,96191,87500,89000,12,7,30.4,19.2,115,12.4,53.6
02-09-2017,89000,96191,87500,89000,11,6,31.3,19.2,0,12.4,53.6
03-09-2017,123676,91667,84191,123676,14,7,34.5,18.7,0,12.4,53.6
04-09-2017,123676,91667,84191,123676,15,9,34,19.4,0,12.4,53.6
05-09-2017,123676,91667,84191,123676,18,11,34.5,19.5,0,12.4,53.6
06-09-2017,123676,91667,84191,123676,19,14,35.6,19.5,0,12.4,53.6
07-09-2017,123676,91667,84191,123676,25,14,36.1,19.5,0,12.4,53.6
08-09-2017,123676,91667,84191,123676,32,14,37.8,23.4,0,12.4,53.6
09-09-2017,123676,91667,84191,123676,19,9,36.8,25,0,12.4,53.6
10-09-2017,136095,90500,86800,136095,17,8,39.1,23.1,8.2,12.4,53.6
11-09-2017,136095,90500,86800,136095,14,8,38.5,23.2,3.8,12.4,53.6
12-09-2017,136095,90500,86800,136095,13,8,39.1,24.8,0,12.4,53.6
13-09-2017,136095,90500,86800,136095,12,5,36.4,23.3,34,12.4,53.6
14-09-2017,136095,90500,86800,136095,8,5,34.5,25.4,34.8,12.8,66.4
15-09-2017,136095,90500,86800,136095,12,6,36.1,23.9,1.2,12.8,66.4
16-09-2017,136095,90500,86800,136095,13,6,36.7,23,17,12.8,66.4
17-09-2017,136095,86191,85400,136095,9,4,36.3,23.5,6.5,12.8,66.4
18-09-2017,136095,86191,85400,136095,9,4,30.8,24.9,52.7,12.8,66.4
19-09-2017,136095,86191,85400,136095,9,5,29.4,24.1,73.6,12.8,66.4
20-09-2017,136095,86191,85400,136095,2,1,33.4,25.5,5.5,12.8,66.4
21-09-2017,136095,86191,85400,136095,6,3,32.9,23,7.2,12.8,66.4
22-09-2017,136095,86191,85400,136095,8,3,32.6,25,49.8,12.8,66.4
23-09-2017,136095,86191,85400,136095,5,2,29.1,19.9,154.3,12.8,66.4
24-09-2017,136095,88000,127618,136095,12,5,34.1,25.7,13.4,12.8,66.4
25-09-2017,136095,88000,127618,136095,12,5,32.5,24.9,38.8,12.8,66.4
26-09-2017,136095,88000,127618,136095,9,5,31.6,24.5,46.2,12.8,66.4
27-09-2017,136095,88000,127618,136095,8,4,30.8,24.3,127.2,12.8,66.4
28-09-2017,136095,88000,127618,136095,9,6,31.9,24.5,31.6,12.8,66.4
29-09-2017,136095,88000,127618,136095,9,4,34,25.4,12.2,12.8,66.4
30-09-2017,136095,88000,127618,136095,7,4,31.5,25.9,70.2,12.8,66.4
01-10-2017,136095,86191,115157,136095,5,3,32.4,24.2,41.8,12.8,66.4
02-10-2017,136095,86191,115157,136095,12,6,32.1,25,1.6,12.8,66.4
03-10-2017,136095,86191,115157,136095,11,7,29,24.3,172.4,12.8,66.4
04-10-2017,136095,86191,115157,136095,8,4,31.3,24.1,1,12.8,66.4
05-10-2017,136095,86191,115157,136095,11,6,31,19.7,0,12.8,66.4
06-10-2017,136095,86191,115157,136095,11,6,30.5,19.4,0,12.8,66.4
07-10-2017,136095,86191,115157,136095,12,5,29.5,19.5,29,12.8,66.4
08-10-2017,126000,88000,88600,126000,11,5,29.3,19.2,11.4,12.8,66.4
09-10-2017,126000,88000,88600,126000,12,6,29.4,18.3,0,12.8,66.4
10-10-2017,126000,88000,88600,126000,9,4,30.4,16.4,0,12.8,66.4
11-10-2017,126000,88000,88600,126000,8,4,29.3,15.2,0,12.8,66.4
12-10-2017,126000,88000,88600,126000,8,4,24.9,16.4,0,12.8,66.4
13-10-2017,126000,88000,88600,126000,4,2,29.9,16.3,0,12.8,66.4
14-10-2017,126000,88000,88600,126000,9,5,30.3,17.4,0,12.8,66.4
15-10-2017,126000,88000,89000,126000,5,3,30.2,18.2,0,12.8,66.4
16-10-2017,126000,88000,89000,126000,7,5,29.4,17.9,0,12.8,66.4
17-10-2017,126000,88000,89000,126000,8,5,30.1,17.5,0,12.8,66.4
18-10-2017,126000,88000,89000,126000,9,5,32.6,17.3,0,12.8,66.4
19-10-2017,126000,88000,89000,126000,13,8,29.9,19.1,46,12.8,66.4
20-10-2017,126000,88000,89000,126000,12,7,30.5,18.8,0,12.8,66.4
21-10-2017,126000,88000,89000,126000,16,9,31.2,18.8,0,12.8,66.4
22-10-2017,126000,124400,89000,126000,19,11,31.4,19.4,0,12.8,66.4
23-10-2017,126000,124400,89000,126000,19,14,35,19.1,0,12.8,66.4
24-10-2017,126000,124400,89000,126000,33,17,36.3,19.6,0,12.8,66.4
25-10-2017,126000,124400,89000,126000,31,17,38.3,19.7,0,12.8,66.4
26-10-2017,126000,124400,89000,126000,24,18,38.2,24.6,0,12.8,66.4
27-10-2017,126000,124400,89000,126000,25,15,39,25.6,0,12.8,66.4
28-10-2017,126000,124400,89000,126000,29,17,38.7,24.9,0,12.8,66.4
29-10-2017,126000,125800,89000,126000,24,16,39.5,23.5,0,12.8,66.4
30-10-2017,126000,125800,89000,126000,23,16,38,24.1,0,12.8,66.4
31-10-2017,126000,125800,89000,126000,16,8,42,24.4,8,12.8,66.4
01-11-2017,126000,125800,89000,126000,11,5,41.1,24.2,0,12.6,81.8
02-11-2017,126000,125800,89000,126000,9,4,41.5,24.4,0,12.6,81.8
03-11-2017,126000,125800,89000,126000,6,3,39.7,19.4,0,12.6,81.8
04-11-2017,126000,125800,89000,126000,6,3,36.6,19.8,8.3,12.6,81.8
05-11-2017,126000,125600,88191,126000,8,4,38.5,19.7,39.5,12.6,81.8
06-11-2017,126000,125600,88191,126000,7,4,31.1,19.6,19.8,12.6,81.8
07-11-2017,126000,125600,88191,126000,8,5,33.7,19.1,2,12.6,81.8
08-11-2017,126000,125600,88191,126000,11,6,33.4,19.3,83.5,12.6,81.8
09-11-2017,126000,125600,88191,126000,11,6,35,19.4,4.2,12.6,81.8
10-11-2017,126000,125600,88191,126000,9,4,37.5,19.7,2.2,12.6,81.8
11-11-2017,126000,125600,88191,126000,12,4,34.8,19.4,58,12.6,81.8
12-11-2017,126000,125000,87000,126000,12,4,33.7,19.3,16.2,12.6,81.8
13-11-2017,126000,125000,87000,126000,12,5,29.2,18.3,56.2,12.6,81.8
14-11-2017,126000,125000,87000,126000,8,4,33,19.3,4.6,12.6,81.8
15-11-2017,126000,125000,87000,126000,9,4,33.7,18.5,47.6,12.6,81.8
16-11-2017,126000,125000,87000,126000,12,4,31.7,18.3,174.2,12.6,81.8
17-11-2017,126000,125000,87000,126000,12,3,32.6,18.5,0,12.6,81.8
18-11-2017,126000,125000,87000,126000,11,5,33.4,17.4,64,12.6,81.8
19-11-2017,126000,125000,87000,126000,12,5,32.5,18.7,0,12.6,81.8
20-11-2017,126000,125000,87000,126000,12,4,32.4,17.1,2,12.6,81.8
21-11-2017,126000,125000,87000,126000,7,3,29.5,16,67,12.6,81.8
22-11-2017,126000,125000,87000,126000,7,4,30.6,18.6,0,12.6,81.8
23-11-2017,126000,125000,87000,126000,9,5,30.4,19.9,9,12.6,81.8
24-11-2017,126000,125000,87000,126000,8,4,30.6,19.2,36.2,12.6,81.8
25-11-2017,126000,125000,87000,126000,9,5,30.7,19,0,12.6,81.8
26-11-2017,126000,125000,87000,126000,8,4,31.2,18.5,0,12.6,81.8
27-11-2017,126000,125000,87000,126000,8,4,30.8,17.7,0,12.6,81.8
